t_ms,x_mm,y_mm,yaw_deg
108878,4310,-124,-32.1
108979,4360,-154,-28.8
109078,4409,-181,-29.5
109178,4455,-207,-29.2
109278,4497,-231,-28.7
109379,4537,-252,-27.3
109478,4575,-272,-28.6
109578,4606,-289,-29.0
109679,4642,-309,-28.3
109779,4681,-330,-28.0
109879,4719,-348,-25.1
109979,4759,-367,-26.1
110080,4802,-390,-28.8
110179,4843,-414,-31.9
110279,4885,-440,-31.2
110378,4927,-465,-30.3
110478,4968,-490,-32.5
110581,5010,-518,-35.4
110678,5054,-550,-35.0
110778,5098,-579,-31.0
110879,5140,-601,-24.4
110978,5183,-620,-24.0
111078,5227,-639,-24.1
111180,5267,-657,-24.6
111279,5298,-672,-24.2
111379,5327,-684,-21.2
111478,5358,-696,-22.0
111578,5400,-714,-24.2
111678,5444,-732,-21.3
111790,5485,-748,-19.8
111879,5521,-760,-19.3
111978,5555,-772,-19.0
112079,5592,-785,-17.3
112179,5632,-794,-8.3
112283,5673,-796,3.7
112378,5711,-790,13.2
112478,5744,-781,14.2
112578,5777,-775,8.6
112678,5809,-770,11.1
112779,5838,-762,16.4
112880,5868,-752,22.9
112979,5897,-737,29.0
113079,5926,-720,32.5
113178,5951,-704,34.6
113278,5974,-687,36.0
113378,6000,-668,37.6
113478,6027,-645,41.9
113578,6052,-621,46.6
113678,6074,-597,50.3
113779,6092,-574,51.7
113877,6108,-552,54.2
113978,6125,-529,54.9
114079,6143,-504,52.4
114178,6163,-479,49.4
114279,6186,-453,47.5
114379,6212,-427,43.5
114479,6235,-407,38.3
114578,6258,-390,36.5
114678,6278,-375,35.7
114778,6294,-364,34.3
114879,6305,-356,32.8
114979,6317,-349,29.9
115078,6330,-342,28.3
115178,6354,-329,28.2
115278,6385,-313,26.7
115378,6412,-300,23.1
115478,6433,-292,17.9
115578,6455,-286,15.6
115678,6477,-280,14.3
115779,6499,-275,12.7
115878,6525,-270,7.8
115978,6534,-269,5.4
118890,6631,-264,-1.7
120311,7028,-435,-46.0
120312,7049,-458,-47.0
120314,7073,-485,-52.0
120314,7094,-515,-56.9
120315,7112,-546,-61.9
120390,7171,-709,-79.9
120478,7175,-742,-86.8
120588,7176,-775,-89.7
120678,7175,-811,-92.1
120780,7173,-850,-95.1
120889,7168,-891,-98.9
120979,7160,-931,-104.5
121079,7149,-965,-110.1
121178,7134,-1001,-115.3
122695,6981,-1209,-143.0
122696,6950,-1230,-149.1
122696,6920,-1247,-149.4
122718,6892,-1263,-152.2
122721,6863,-1278,-154.0
122722,6834,-1292,-155.2
122783,6766,-1324,-150.4
122906,6766,-1324,-150.4
124427,6766,-1324,-150.3
124428,6766,-1324,-150.3
124431,6766,-1324,-150.3
124432,6766,-1324,-150.3
124432,6766,-1324,-150.3
124434,6766,-1324,-150.3
124481,6753,-1331,-150.4
124577,6744,-1336,-148.4
124678,6730,-1345,-148.3
124777,6710,-1357,-148.0
124877,6688,-1371,-147.2
124977,6670,-1383,-144.2
125077,6655,-1395,-141.6
125192,6639,-1408,-139.6
125278,6620,-1425,-138.2
125377,6597,-1446,-137.3
125478,6574,-1468,-134.2
125578,6554,-1491,-129.4
125678,6531,-1521,-127.1
125777,6507,-1552,-124.7
125877,6485,-1585,-122.1
125979,6467,-1616,-119.9
126078,6451,-1644,-117.4
126182,6438,-1671,-115.6
126278,6427,-1695,-117.9
126390,6412,-1719,-123.7
126495,6395,-1743,-124.8
126586,6377,-1769,-124.8
126678,6356,-1799,-126.1
128196,6222,-1923,-145.7
128197,6207,-1934,-144.9
128198,6187,-1948,-144.5
128200,6167,-1961,-147.0
128201,6146,-1975,-149.7
128202,6122,-1988,-152.6
128309,6002,-2057,-145.9
128377,5971,-2079,-145.1
128477,5938,-2102,-143.4
129991,5838,-2271,-103.4
131411,5824,-2341,-92.1
131412,5824,-2341,-92.1
131412,5824,-2341,-92.1
131414,5824,-2341,-92.1
131415,5824,-2341,-92.1
131478,5824,-2343,-92.6
131577,5824,-2342,-91.5
131678,5824,-2345,-88.5
131777,5825,-2352,-82.7
131879,5826,-2362,-79.6
131981,5829,-2374,-76.0
132077,5833,-2389,-70.2
132188,5840,-2407,-67.2
132278,5848,-2423,-63.2
132378,5857,-2440,-58.5
132480,5869,-2457,-52.7
132577,5882,-2473,-48.0
132676,5897,-2488,-44.7
132776,5915,-2505,-42.2
132876,5938,-2525,-37.8
132977,5962,-2542,-32.8
133078,5989,-2558,-27.8
133177,6019,-2572,-22.2
133277,6054,-2583,-15.5
133377,6087,-2591,-11.7
133477,6117,-2596,-4.2
133577,6147,-2597,-1.5
133676,6170,-2598,-0.7
133794,6195,-2598,0.0
133877,6221,-2598,-1.4
133977,6249,-2599,-3.3
134076,6276,-2601,-4.6
134177,6303,-2604,-8.5
134277,6331,-2609,-12.4
134378,6358,-2616,-16.0
134486,6381,-2623,-21.0
134576,6404,-2634,-26.1
134676,6429,-2647,-30.0
134779,6455,-2663,-34.4
134879,6480,-2682,-40.4
134978,6501,-2702,-46.6
136491,6540,-2761,-63.2
142214,6399,-3287,-113.5
142217,6386,-3321,-106.8
142219,6380,-3348,-98.8
142222,6378,-3368,-92.3
142222,6379,-3390,-85.3
142276,6446,-3543,-51.5
142376,6467,-3566,-42.5
142476,6492,-3585,-34.1
142576,6521,-3603,-26.1
142687,6554,-3616,-18.0
142776,6588,-3624,-10.6
142876,6617,-3629,-6.0
142977,6650,-3631,-1.1
143076,6686,-3630,3.4
143175,6725,-3626,7.4
143276,6761,-3621,9.7
143375,6797,-3614,12.3
143476,6830,-3606,14.2
143576,6863,-3597,14.5
143675,6895,-3589,13.9
143780,6924,-3583,12.6
143875,6950,-3577,9.7
143987,6973,-3574,4.8
144076,6995,-3573,1.3
144185,7018,-3573,-3.2
144282,7042,-3576,-9.7
144375,7062,-3581,-18.7
144475,7080,-3588,-25.2
144576,7098,-3598,-30.1
144676,7110,-3605,-30.9
144776,7115,-3608,-29.6
144876,7115,-3608,-29.2
144975,7115,-3608,-29.3
145076,7115,-3608,-29.3
145177,7115,-3608,-29.3
145276,7115,-3608,-29.3
145377,7115,-3608,-29.3
145477,7115,-3608,-29.3
145576,7115,-3608,-29.3
145676,7115,-3608,-29.3
145777,7115,-3608,-29.3
145876,7115,-3608,-29.3
146003,7116,-3608,-27.9
146108,7119,-3610,-25.6
146180,7119,-3610,-25.5
146275,7119,-3610,-25.4
146376,7121,-3611,-25.5
146476,7134,-3617,-24.9
148497,7278,-3898,-89.7
148498,7277,-3925,-93.5
148499,7276,-3948,-93.8
148517,7275,-3969,-89.2
148519,7276,-3987,-84.1
148576,7313,-4084,-57.7
148677,7325,-4102,-54.3
148776,7337,-4118,-49.5
148877,7342,-4124,-46.6
