t_ms,x_mm,y_mm,yaw_deg
143996,7176,-1475,12.6
145419,7329,-1401,40.0
145419,7334,-1396,47.7
145420,7346,-1382,48.4
145421,7360,-1366,49.3
145423,7371,-1352,52.1
145424,7380,-1340,51.6
145468,7424,-1285,54.6
145554,7429,-1279,56.7
145655,7434,-1270,56.5
145754,7451,-1248,49.1
145854,7473,-1224,45.4
145954,7497,-1202,39.4
146055,7517,-1188,31.8
146155,7537,-1177,24.3
146256,7559,-1168,21.4
146354,7580,-1160,20.4
146453,7603,-1152,16.5
146554,7629,-1146,13.3
146654,7656,-1140,10.1
146754,7682,-1136,6.6
146854,7701,-1134,4.3
146953,7719,-1133,1.8
147056,7738,-1133,-2.5
147157,7758,-1135,-8.0
147256,7775,-1138,-12.9
147355,7791,-1143,-16.8
147467,7811,-1150,-21.0
147565,7832,-1158,-24.8
147657,7854,-1170,-28.2
147754,7878,-1184,-35.0
147855,7900,-1201,-40.2
147953,7916,-1215,-44.8
148054,7918,-1218,-46.0
148155,7918,-1218,-46.0
148254,7919,-1219,-46.0
148354,7920,-1219,-46.0
148454,7924,-1223,-44.5
148562,7934,-1234,-44.4
148653,7945,-1244,-47.1
148766,7957,-1258,-50.8
148894,7970,-1275,-55.4
148954,7981,-1292,-56.5
149054,7992,-1311,-61.8
149166,8003,-1334,-65.5
149255,8013,-1357,-68.8
