t_ms,x_mm,y_mm,yaw_deg
33580,1655,305,17.6
40801,2245,83,-63.0
40801,2249,75,-61.0
40802,2252,70,-59.1
40803,2257,61,-57.8
40806,2267,46,-57.1
40861,2337,-82,-71.8
40985,2342,-102,-76.4
41062,2347,-123,-81.1
41161,2349,-144,-87.8
41261,2349,-162,-92.3
41389,2348,-175,-97.1
41461,2345,-190,-100.9
41572,2343,-202,-103.7
41661,2341,-209,-106.8
41783,2338,-216,-112.0
41861,2334,-225,-116.4
41961,2329,-234,-118.8
42061,2325,-242,-121.9
42161,2320,-249,-124.4
42262,2315,-256,-126.5
45183,2041,-322,-185.5
45185,2029,-321,-183.1
45185,2015,-320,-181.2
45186,2000,-320,-179.2
45188,1984,-321,-176.1
45189,1969,-322,-175.4
45261,1906,-333,-159.4
45361,1899,-336,-154.0
45461,1888,-342,-149.3
45561,1873,-352,-145.5
45661,1860,-361,-141.5
45762,1851,-369,-137.6
45861,1843,-377,-134.3
45975,1832,-389,-131.1
46075,1820,-404,-127.2
46176,1809,-420,-121.2
46261,1803,-431,-116.1
46361,1800,-438,-111.4
46460,1798,-444,-107.3
46561,1796,-449,-104.8
46661,1795,-455,-103.0
46763,1793,-465,-100.9
46872,1791,-472,-98.6
46968,1790,-481,-96.8
47061,1789,-494,-93.9
47161,1788,-511,-89.8
47261,1789,-524,-85.7
47361,1789,-525,-82.4
47462,1789,-528,-79.9
47561,1791,-533,-76.1
47661,1794,-545,-70.7
47761,1802,-564,-67.2
47860,1812,-588,-67.0
47961,1822,-610,-64.9
48061,1832,-632,-64.6
48160,1842,-654,-65.2
48274,1852,-676,-67.4
48361,1860,-696,-69.4
48461,1866,-713,-72.5
48561,1871,-732,-76.5
48661,1874,-748,-80.7
48761,1876,-763,-85.8
48861,1877,-777,-90.1
48963,1876,-787,-92.5
49061,1876,-796,-96.5
49165,1874,-809,-98.4
49261,1871,-824,-101.5
49361,1867,-843,-106.0
49473,1860,-863,-111.9
49584,1851,-883,-118.1
49681,1840,-900,-126.0
49761,1829,-913,-133.6
49860,1818,-924,-139.8
49961,1805,-934,-145.6
50061,1790,-943,-151.7
50161,1773,-951,-156.4
50260,1762,-955,-161.1
50361,1751,-958,-165.1
50461,1737,-962,-167.3
50561,1720,-965,-170.7
50672,1703,-967,-173.1
52089,1649,-974,-172.9
52091,1641,-975,-173.9
52093,1625,-976,-174.7
52093,1605,-978,-174.8
52095,1583,-980,-174.1
52097,1558,-983,-171.3
52161,1466,-1016,-149.0
52261,1455,-1023,-145.0
52361,1445,-1031,-140.7
52460,1441,-1035,-136.0
52560,1435,-1041,-134.8
52661,1429,-1047,-133.7
52761,1427,-1049,-133.4
54263,1407,-1074,-125.4
54265,1401,-1082,-123.2
54265,1396,-1090,-120.7
54267,1392,-1098,-118.6
54268,1392,-1098,-118.4
54268,1391,-1099,-118.0
54269,1382,-1124,-103.8
54361,1380,-1135,-101.3
54461,1378,-1145,-99.1
54561,1376,-1163,-94.9
54661,1374,-1188,-90.8
54761,1376,-1211,-83.0
54860,1378,-1228,-78.3
54960,1381,-1238,-72.6
55061,1386,-1251,-66.9
55160,1394,-1270,-63.5
55261,1404,-1287,-59.2
55360,1411,-1299,-56.9
55460,1420,-1311,-53.1
55560,1432,-1327,-49.8
55661,1445,-1342,-49.3
55761,1459,-1357,-48.7
55860,1473,-1374,-50.4
55961,1485,-1390,-53.3
56076,1496,-1406,-58.7
56159,1506,-1423,-62.4
56261,1512,-1436,-65.0
56361,1518,-1450,-70.7
56460,1522,-1463,-75.9
56561,1524,-1472,-78.6
56660,1525,-1476,-81.8
56760,1525,-1484,-85.4
56860,1526,-1498,-88.9
56961,1526,-1515,-94.1
57060,1524,-1532,-97.5
57161,1522,-1545,-99.6
57286,1519,-1558,-103.7
57395,1516,-1570,-105.9
57460,1512,-1583,-108.6
57560,1508,-1594,-112.2
57661,1503,-1606,-115.9
57760,1496,-1618,-121.0
57867,1489,-1630,-125.7
57960,1481,-1639,-129.2
58060,1473,-1649,-132.6
58161,1463,-1659,-137.5
58260,1452,-1668,-142.4
58360,1442,-1675,-146.6
58461,1432,-1681,-151.2
58560,1421,-1687,-154.3
58660,1405,-1694,-158.0
58759,1386,-1701,-161.8
58861,1367,-1707,-162.8
58960,1352,-1712,-162.3
59061,1336,-1716,-163.5
59161,1320,-1721,-163.5
59260,1304,-1726,-163.3
59361,1293,-1729,-162.3
59460,1284,-1733,-160.0
59561,1268,-1739,-156.6
59661,1251,-1747,-152.2
59761,1238,-1754,-149.0
59874,1231,-1758,-146.6
59961,1227,-1761,-144.9
60060,1225,-1763,-144.7
60160,1221,-1765,-144.3
60262,1215,-1770,-143.7
60361,1207,-1776,-143.8
60460,1201,-1780,-143.2
60560,1198,-1782,-141.8
60660,1198,-1783,-141.7
60761,1197,-1784,-141.1
60861,1189,-1790,-141.3
60960,1176,-1801,-137.5
61060,1163,-1814,-128.7
61160,1157,-1823,-124.6
61261,1155,-1826,-121.1
61361,1152,-1830,-117.3
61460,1150,-1836,-115.1
61561,1147,-1842,-112.5
61660,1143,-1852,-110.0
61760,1138,-1867,-109.6
61860,1133,-1881,-107.2
61960,1130,-1892,-103.2
62060,1128,-1905,-98.5
62160,1126,-1918,-94.9
62260,1126,-1932,-89.7
62361,1127,-1949,-83.7
62460,1129,-1963,-78.0
62560,1133,-1977,-69.9
62660,1139,-1990,-63.4
62761,1145,-2001,-60.8
62861,1149,-2009,-58.9
62960,1152,-2014,-57.4
63064,1158,-2022,-54.8
63161,1167,-2034,-52.3
63260,1176,-2046,-48.4
63360,1187,-2057,-42.7
63462,1197,-2066,-38.3
63561,1209,-2074,-32.7
63664,1225,-2083,-28.4
63775,1246,-2094,-28.1
63860,1263,-2103,-26.2
63959,1284,-2114,-26.0
64060,1304,-2123,-25.8
64171,1319,-2130,-24.1
64268,1334,-2137,-22.8
64359,1345,-2141,-21.7
64461,1356,-2145,-18.9
64570,1360,-2147,-18.6
64672,1360,-2147,-18.0
64760,1360,-2147,-17.8
64860,1360,-2147,-17.8
64985,1360,-2147,-17.8
65059,1360,-2147,-17.8
65160,1360,-2147,-17.8
65259,1360,-2147,-17.8
65360,1361,-2147,-17.8
65460,1369,-2149,-17.1
65563,1392,-2156,-15.9
65660,1420,-2164,-15.7
65760,1441,-2169,-13.3
65859,1461,-2174,-13.1
65959,1483,-2179,-13.0
66060,1509,-2185,-13.0
67579,1572,-2200,-13.1
67579,1577,-2201,-14.7
67581,1586,-2204,-19.2
67582,1600,-2208,-15.8
67583,1623,-2213,-6.8
67584,1647,-2215,-6.4
67659,1772,-2228,-3.1
67760,1802,-2229,-1.5
67860,1836,-2230,-0.3
67960,1870,-2229,2.4
68059,1905,-2227,6.4
68159,1942,-2221,11.9
68259,1971,-2213,18.0
77381,2842,-516,32.2
77381,2865,-502,30.3
77382,2886,-490,29.6
77385,2898,-483,29.7
77386,2900,-482,29.7
77387,2900,-482,29.7
77459,3001,-425,24.8
77559,3024,-416,19.6
77659,3048,-408,16.2
77759,3072,-402,13.7
77858,3098,-396,11.0
77959,3122,-392,10.0
78059,3144,-388,8.9
78158,3166,-385,7.7
78259,3186,-382,6.2
78359,3208,-381,3.9
78459,3231,-379,3.0
78559,3253,-378,1.9
78659,3267,-378,0.9
78760,3282,-378,0.0
78859,3300,-378,-0.8
78958,3322,-379,-2.8
79059,3349,-380,-3.8
79159,3377,-382,-5.2
79259,3404,-385,-6.1
79360,3429,-388,-6.3
79459,3453,-390,-6.3
79559,3477,-393,-8.2
79660,3498,-397,-9.5
79759,3517,-400,-11.2
79858,3534,-404,-16.2
79959,3547,-408,-17.4
80060,3554,-410,-16.8
80160,3556,-411,-16.9
80258,3556,-411,-16.6
80359,3557,-411,-16.6
80459,3557,-411,-16.6
80559,3557,-411,-16.6
80659,3558,-411,-16.6
80759,3558,-411,-16.4
80858,3563,-413,-16.5
80959,3569,-415,-17.5
81058,3576,-417,-19.1
81159,3577,-417,-19.4
81260,3576,-417,-19.1
81358,3575,-417,-18.9
81459,3576,-417,-18.9
81558,3576,-417,-18.9
81667,3577,-417,-18.5
81758,3577,-417,-18.5
81859,3577,-418,-18.5
81958,3580,-419,-19.0
82059,3587,-421,-19.2
82160,3596,-424,-19.1
82259,3607,-428,-20.0
82362,3620,-433,-21.2
82459,3635,-439,-22.6
82560,3654,-447,-22.7
82659,3675,-456,-24.0
82775,3696,-465,-24.6
82860,3709,-471,-25.0
82958,3718,-476,-27.5
83058,3726,-480,-30.4
83158,3731,-483,-30.5
83257,3733,-484,-29.5
83358,3733,-484,-29.5
83458,3733,-484,-29.5
83557,3733,-484,-29.5
83658,3733,-484,-29.5
83757,3733,-484,-29.5
83858,3733,-484,-29.5
83958,3733,-484,-29.5
84058,3736,-486,-29.8
84158,3746,-492,-30.1
84259,3763,-502,-30.6
84358,3785,-515,-30.4
84458,3810,-530,-31.0
84558,3837,-546,-33.1
84658,3864,-564,-33.5
84758,3891,-582,-34.2
84858,3914,-598,-34.9
84958,3935,-613,-36.4
85058,3957,-629,-36.6
85159,3975,-643,-37.1
85259,3987,-652,-37.8
85358,4002,-664,-39.2
85458,4022,-681,-41.9
85558,4045,-702,-42.2
85658,4070,-725,-43.3
85760,4095,-749,-45.0
85858,4118,-773,-45.7
85958,4140,-795,-46.2
86058,4160,-817,-49.7
86158,4178,-838,-50.6
86257,4194,-857,-46.9
86358,4212,-876,-46.9
86458,4232,-898,-46.6
86558,4249,-915,-44.9
86658,4266,-932,-44.7
86776,4286,-952,-45.0
86859,4308,-973,-45.0
86967,4329,-996,-47.5
87057,4353,-1022,-49.1
87157,4378,-1052,-50.6
87259,4403,-1084,-50.3
90239,4613,-1472,-96.7
90241,4611,-1486,-99.6
90243,4608,-1501,-102.5
90246,4603,-1519,-104.9
90249,4598,-1538,-107.5
90250,4592,-1556,-107.7
90258,4583,-1582,-112.2
90359,4583,-1582,-112.2
90458,4583,-1582,-112.0
90558,4583,-1582,-111.5
90658,4583,-1582,-112.2
90758,4581,-1586,-115.5
90857,4581,-1587,-114.9
90958,4581,-1587,-114.6
91059,4581,-1587,-114.5
91162,4581,-1587,-114.0
91258,4581,-1587,-113.9
94180,4333,-1805,-164.2
94180,4309,-1811,-169.2
94182,4282,-1814,-174.9
94184,4255,-1816,-180.5
94185,4228,-1815,-183.8
94187,4204,-1812,-187.6
94188,4112,-1782,-206.3
94259,4095,-1774,-207.1
94364,4079,-1765,-208.1
94458,4063,-1756,-211.3
95982,3955,-1666,-233.7
95982,3942,-1646,-238.2
95982,3930,-1626,-242.3
97999,3843,-1188,-263.3
97999,3839,-1155,-263.7
98000,3835,-1116,-263.1
98003,3830,-1075,-263.6
98006,3825,-1034,-264.2
98008,3822,-994,-265.6
98009,3810,-899,-259.3
98058,3808,-888,-259.3
98159,3805,-874,-259.5
98258,3802,-856,-259.3
98358,3798,-836,-259.5
98458,3796,-825,-259.8
98558,3795,-821,-260.1
98657,3795,-821,-260.1
98758,3794,-816,-260.5
98861,3792,-801,-261.4
98958,3787,-773,-259.8
99065,3781,-736,-261.1
99160,3775,-698,-260.4
99258,3769,-663,-258.2
99357,3760,-629,-255.3
99459,3753,-600,-255.3
99558,3747,-576,-255.6
99658,3741,-556,-255.7
99757,3737,-537,-256.2
99858,3732,-517,-256.7
99957,3727,-496,-256.4
100058,3723,-478,-255.9
100175,3719,-463,-254.8
100260,3713,-443,-254.7
100357,3706,-416,-255.3
100460,3698,-387,-255.4
100557,3690,-356,-255.0
100658,3682,-324,-255.1
100758,3673,-291,-254.2
100857,3663,-261,-250.8
100978,3654,-237,-248.1
101058,3648,-221,-246.1
101159,3640,-205,-246.4
101259,3633,-187,-246.2
101359,3624,-167,-244.9
101458,3616,-152,-243.1
101558,3608,-138,-240.6
101664,3599,-121,-238.4
101765,3589,-107,-233.5
101857,3578,-93,-232.0
101957,3568,-80,-230.8
102058,3560,-70,-227.0
102157,3554,-64,-224.2
102256,3551,-62,-223.8
102357,3551,-61,-223.1
102456,3551,-61,-223.6
102557,3551,-61,-223.6
102657,3551,-61,-223.6
102759,3549,-60,-222.4
102857,3546,-57,-221.9
102956,3545,-56,-220.9
103059,3543,-54,-220.5
103157,3542,-53,-219.4
103257,3539,-51,-218.7
103357,3534,-47,-217.2
103468,3525,-40,-215.4
103557,3513,-32,-213.8
103657,3498,-22,-212.9
103759,3484,-14,-208.8
105279,3427,9,-200.8
105280,3412,14,-198.6
105281,3403,17,-195.8
105282,3392,20,-194.0
105282,3376,24,-193.1
105284,3358,27,-191.8
105285,3288,35,-180.6
105357,3275,35,-179.0
105457,3264,35,-175.2
105557,3252,34,-173.1
105657,3238,32,-172.1
107174,3158,13,-162.1
107176,3145,9,-159.6
107177,3132,4,-156.5
107178,3115,-3,-154.8
107179,3097,-12,-154.1
107180,3090,-15,-152.9
107258,3071,-27,-147.1
107357,3063,-33,-144.8
107457,3049,-43,-142.3
108873,3006,-90,-129.3
108875,2996,-102,-128.9
108876,2985,-117,-125.3
108876,2975,-131,-124.8
108878,2970,-138,-123.3
108879,2967,-142,-121.8
108958,2951,-172,-117.6
109056,2947,-180,-116.5
109158,2945,-184,-115.0
109259,2943,-187,-114.4
109362,2941,-193,-113.4
109457,2937,-201,-111.3
109556,2935,-208,-108.8
109657,2933,-213,-106.9
109757,2931,-220,-106.7
109856,2927,-233,-108.5
109957,2923,-244,-107.1
110057,2921,-254,-101.2
110157,2918,-270,-99.6
110257,2915,-290,-99.1
110358,2911,-311,-98.4
110459,2909,-332,-96.9
110557,2907,-353,-93.5
110658,2907,-368,-87.8
110757,2908,-387,-85.3
110859,2909,-404,-86.2
110956,2910,-415,-82.5
111057,2912,-427,-76.4
111157,2918,-444,-70.1
111258,2926,-463,-65.1
111357,2934,-481,-62.8
111457,2945,-500,-58.9
111557,2957,-520,-59.1
111657,2963,-531,-61.4
111757,2966,-535,-60.8
111859,2970,-542,-54.8
111957,2981,-557,-50.3
112057,2997,-575,-48.1
112157,3009,-587,-46.0
112257,3013,-592,-43.1
112359,3020,-598,-40.4
112457,3035,-610,-38.0
112557,3047,-619,-35.6
112657,3057,-626,-37.0
112757,3066,-633,-35.9
112858,3075,-639,-30.2
112957,3091,-647,-24.6
113056,3112,-657,-26.7
113164,3125,-664,-27.2
113256,3127,-665,-26.2
113357,3127,-665,-25.4
113457,3135,-669,-22.2
113557,3161,-678,-18.3
113656,3194,-688,-16.6
113757,3218,-694,-11.2
113862,3246,-699,-9.1
113957,3274,-703,-6.9
114058,3302,-706,-4.6
114157,3329,-708,-3.2
114257,3350,-709,-3.0
114357,3365,-710,-3.1
114457,3389,-710,0.6
114557,3416,-710,0.5
114656,3433,-710,0.4
114760,3451,-710,-1.2
114856,3471,-711,-3.7
114967,3491,-713,-6.7
115059,3510,-715,-5.0
115169,3533,-716,-0.2
115256,3560,-715,4.0
115373,3593,-713,2.0
115457,3623,-712,1.1
115555,3650,-711,3.3
115656,3675,-710,2.0
115756,3697,-709,0.8
115856,3718,-709,3.2
115955,3743,-707,3.5
116055,3766,-706,1.5
116156,3793,-705,2.7
116256,3823,-704,3.0
116356,3845,-702,5.2
116458,3857,-701,4.5
116557,3873,-700,3.6
116658,3899,-698,4.4
116757,3930,-695,5.8
116857,3962,-692,6.1
116956,3997,-689,3.6
117055,4033,-687,1.9
117156,4067,-686,2.4
117255,4097,-684,3.8
117356,4124,-682,3.9
117455,4147,-681,3.9
117558,4161,-680,5.3
117658,4175,-678,6.0
117756,4186,-677,5.6
117856,4190,-677,4.9
117956,4190,-677,4.9
118058,4191,-677,4.4
118157,4196,-676,4.7
118258,4201,-676,5.0
118356,4216,-675,5.0
118456,4246,-672,7.2
118555,4274,-667,8.7
118656,4301,-664,7.5
118756,4332,-659,8.1
118856,4365,-654,8.6
118956,4396,-650,8.8
119055,4426,-645,8.8
119156,4458,-640,8.8
119255,4489,-635,9.2
119356,4515,-631,9.9
119455,4544,-626,8.0
119574,4574,-623,4.3
119656,4606,-621,3.8
119758,4640,-619,4.0
119856,4674,-616,5.9
119970,4706,-612,7.9
120056,4739,-607,7.9
120155,4769,-603,7.6
120256,4803,-598,8.0
120356,4834,-594,7.2
120456,4862,-591,6.9
120556,4884,-588,6.8
120658,4900,-586,6.9
120756,4914,-584,8.1
120856,4938,-580,9.8
120956,4966,-576,9.9
121055,4984,-572,13.9
121156,5013,-564,13.5
121255,5042,-559,9.5
121356,5061,-555,17.9
121455,5066,-553,21.4
121556,5066,-553,21.4
121656,5067,-553,21.4
121756,5071,-551,19.0
121856,5091,-546,13.9
121956,5118,-538,15.6
122058,5147,-531,15.0
122155,5165,-526,14.2
122257,5182,-522,13.9
122356,5210,-515,14.0
122456,5246,-505,15.9
122556,5279,-495,18.1
122656,5308,-484,23.4
122756,5331,-473,29.0
122855,5350,-461,34.0
122956,5371,-447,34.3
123056,5391,-433,35.0
123156,5410,-419,37.7
123255,5428,-405,39.1
123356,5445,-390,40.7
123456,5461,-377,43.4
123556,5476,-362,46.3
123656,5484,-352,47.5
123755,5493,-343,48.1
123858,5507,-327,48.1
123956,5523,-309,51.1
124058,5537,-289,55.1
124156,5549,-272,55.5
124255,5559,-258,58.7
124356,5567,-242,62.2
124456,5571,-235,64.3
124555,5576,-224,66.4
124656,5583,-207,67.5
124756,5592,-185,67.8
124856,5601,-164,69.4
124957,5608,-142,74.7
125057,5611,-129,77.4
125156,5611,-128,78.0
125257,5612,-126,78.0
125357,5613,-118,79.1
125456,5618,-88,80.3
125558,5625,-47,81.7
125656,5630,-10,85.4
125764,5631,20,88.6
125856,5631,50,92.2
125957,5629,82,92.9
126056,5628,113,91.8
126156,5628,133,91.1
126256,5627,151,91.0
126356,5627,168,86.8
126455,5628,180,83.9
126556,5630,192,82.3
126656,5632,206,80.4
126756,5634,219,80.2
126856,5637,235,78.9
126956,5642,256,76.9
127056,5646,273,76.3
127156,5650,291,76.8
127256,5654,308,75.1
127356,5659,324,73.8
127455,5664,340,72.7
127570,5668,355,71.5
127655,5673,369,70.9
127756,5678,384,69.9
127856,5682,394,68.7
127958,5687,405,66.6
128056,5696,423,61.5
128156,5709,447,60.5
128256,5720,466,60.4
128356,5732,487,58.8
128456,5747,510,54.6
128557,5766,535,50.1
128656,5787,558,48.1
128756,5808,581,46.7
128855,5829,604,45.0
128955,5848,622,43.4
129054,5862,635,41.5
129156,5881,649,35.7
129255,5905,666,33.0
129355,5930,682,30.3
129455,5953,694,27.1
129557,5973,703,25.3
129655,5991,712,24.5
129756,6010,720,20.0
129857,6035,728,17.7
129955,6065,737,13.9
130056,6097,744,11.2
130156,6130,750,8.1
130255,6162,754,6.8
130356,6191,757,5.1
130455,6216,758,1.5
130555,6242,758,-2.9
130655,6271,756,-6.0
130755,6299,752,-8.7
130855,6332,745,-14.6
130955,6366,735,-17.9
131054,6395,725,-20.0
131157,6420,716,-22.2
131255,6439,707,-26.4
131355,6457,698,-27.9
131455,6477,687,-29.2
131576,6498,675,-31.2
131655,6519,662,-32.4
131755,6543,646,-35.0
131854,6566,629,-38.5
131956,6585,613,-41.2
132056,6604,595,-44.9
132174,6625,574,-47.7
132265,6644,551,-50.9
132356,6661,529,-53.5
132455,6674,510,-57.9
132577,6685,492,-60.5
132655,6693,477,-61.8
132758,6701,462,-63.0
132860,6710,443,-66.1
132970,6719,423,-67.3
133061,6730,396,-68.3
133155,6741,365,-71.5
133263,6750,334,-74.8
133355,6759,301,-76.8
133456,6766,269,-80.3
133565,6770,237,-84.0
133665,6772,213,-86.2
133755,6773,194,-88.6
133858,6773,174,-90.2
133958,6772,154,-92.4
134079,6771,138,-94.5
134162,6770,119,-95.4
134269,6767,97,-97.0
134371,6765,77,-98.7
134456,6761,56,-100.3
134555,6757,32,-100.3
134686,6752,8,-100.6
134760,6748,-13,-100.7
134898,6745,-32,-101.0
134954,6741,-51,-102.0
135056,6736,-72,-101.8
135156,6733,-90,-101.4
135268,6731,-96,-100.6
135355,6731,-97,-100.6
135468,6731,-97,-100.7
135554,6731,-98,-100.5
135655,6730,-105,-99.3
135772,6728,-116,-97.8
135877,6728,-120,-95.5
135956,6725,-145,-95.2
136056,6722,-181,-95.1
136204,6719,-219,-95.4
136255,6716,-257,-91.0
136355,6717,-290,-86.4
136457,6720,-315,-79.0
136555,6725,-334,-76.1
136655,6730,-354,-76.2
136757,6734,-370,-70.9
136855,6737,-379,-66.4
136955,6742,-389,-64.5
137055,6749,-404,-64.6
137155,6759,-423,-63.6
137274,6771,-448,-63.9
137355,6780,-467,-64.7
137455,6788,-484,-65.5
137556,6799,-509,-68.8
137654,6811,-540,-66.6
137755,6825,-572,-66.6
137855,6837,-600,-66.1
137969,6850,-628,-66.2
138059,6861,-655,-69.7
138155,6869,-682,-73.7
138257,6877,-710,-76.0
138355,6884,-738,-77.7
138473,6889,-763,-80.0
138578,6892,-784,-81.8
138663,6895,-808,-84.5
138755,6897,-834,-87.0
138857,6897,-858,-90.2
138956,6896,-882,-93.7
139055,6894,-904,-97.8
140574,6863,-1042,-94.0
140588,6862,-1051,-90.9
140591,6862,-1058,-89.7
140591,6862,-1058,-89.7
140593,6862,-1058,-89.6
140594,6862,-1058,-89.4
140655,6862,-1133,-89.4
140771,6862,-1133,-89.3
140855,6862,-1138,-89.3
140970,6862,-1158,-87.1
141057,6866,-1194,-82.3
142574,6906,-1333,-61.6
142575,6922,-1361,-57.7
143994,7148,-1480,7.5
143995,7166,-1477,10.2
